1,1,15,11,2,1360,1270,1045,1046,5030,1260,1250,1290,5050,5020,5010,1300,5040,7000,7010,7020,7030,1115,1190,7040,11000,11005,11190,11960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,15,21,2,1360,1190,1270,1045,1046,5030,1260,1250,1290,5050,5020,5010,1300,5040,7000,7010,7020,7030,7040,11000,11005,11160,11200,11190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,15,21,0,1015,1115,11960,11970,11980,11990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,15,41,2,1360,1190,1270,1045,1046,5030,1260,1250,1290,5050,5020,5010,1300,5040,7000,7010,7020,7030,7040,11000,11005,11190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,15,41,0,1015,1115,11960,11970,11980,11990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,15,132,2,1360,1190,1270,1045,1046,5030,1260,1250,1290,5050,5020,5010,1300,5040,7000,7010,7020,7030,7040,11000,11005,11190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,15,132,0,1015,1115,11960,11970,11980,11990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,15,142,2,1360,1190,1270,1045,1046,5030,1260,1250,1290,5050,5020,5010,1300,5040,7000,7010,7020,7030,7040,11000,11005,11190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,15,142,0,1015,1115,11960,11970,11980,11990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,25,11,2,1360,1045,1046,5030,1260,1250,1290,5050,5020,5010,1300,5040,7000,7010,7020,7030,7040,1320,11000,11005,11190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
